transcript_id	subject_id	pident	aln_length	evalue	bitscore	annotation
MSTRG.33573.1						
MSTRG.33575.1						
MSTRG.33576.1						
MSTRG.33581.1						
MSTRG.33581.2						
MSTRG.33581.3						
MSTRG.33581.4						
MSTRG.33582.1	sp|Q2QYR5|DRM1B_ORYSJ	62.252	151	5.95e-78	200.0	sp|Q2QYR5|DRM1B_ORYSJ Probable inactive DNA (cytosine-5)-methyltransferase DRM1B OS=Oryza sativa subsp. japonica OX=39947 GN=DRM1B PE=3 SV=1
MSTRG.33582.2	sp|Q2QYR5|DRM1B_ORYSJ	62.252	151	2.91e-78	200.0	sp|Q2QYR5|DRM1B_ORYSJ Probable inactive DNA (cytosine-5)-methyltransferase DRM1B OS=Oryza sativa subsp. japonica OX=39947 GN=DRM1B PE=3 SV=1
MSTRG.33583.1						
MSTRG.33588.1	sp|Q8LHP0|ELOF1_ORYSJ	53.488	86	1.67e-19	87.4	sp|Q8LHP0|ELOF1_ORYSJ Transcription elongation factor 1 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0631100 PE=3 SV=1
MSTRG.33588.2	sp|Q8LHP0|ELOF1_ORYSJ	53.488	86	1.6e-19	87.4	sp|Q8LHP0|ELOF1_ORYSJ Transcription elongation factor 1 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0631100 PE=3 SV=1
MSTRG.33591.1						
MSTRG.33593.1						
MSTRG.33594.1						
MSTRG.33594.2						
MSTRG.33596.1						
MSTRG.33598.1						
MSTRG.33606.1						
MSTRG.33607.1	sp|F4I096|MED13_ARATH	88.889	18	2.12e-06	48.5	sp|F4I096|MED13_ARATH Mediator of RNA polymerase II transcription subunit 13 OS=Arabidopsis thaliana OX=3702 GN=MED13 PE=1 SV=1
MSTRG.33608.1						
MSTRG.33609.1	sp|P14381|YTX2_XENLA	23.246	684	5.84e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.10	sp|P14381|YTX2_XENLA	23.246	684	5.82e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.11	sp|P14381|YTX2_XENLA	23.246	684	5.82e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.12	sp|P14381|YTX2_XENLA	23.246	684	4.74e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.13	sp|P14381|YTX2_XENLA	23.246	684	3.28e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.14						
MSTRG.33609.2	sp|P14381|YTX2_XENLA	23.246	684	5.84e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.3	sp|P14381|YTX2_XENLA	23.246	684	5.84e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.4	sp|P14381|YTX2_XENLA	23.246	684	5.84e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.5	sp|F4I096|MED13_ARATH	68.966	29	5.4e-20	48.5	sp|F4I096|MED13_ARATH Mediator of RNA polymerase II transcription subunit 13 OS=Arabidopsis thaliana OX=3702 GN=MED13 PE=1 SV=1
MSTRG.33609.6	sp|P14381|YTX2_XENLA	23.246	684	5.83e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.7	sp|P14381|YTX2_XENLA	23.246	684	5.82e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.8	sp|P14381|YTX2_XENLA	23.246	684	5.82e-32	142.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33609.9	sp|F4I096|MED13_ARATH	68.966	29	5.37e-20	48.5	sp|F4I096|MED13_ARATH Mediator of RNA polymerase II transcription subunit 13 OS=Arabidopsis thaliana OX=3702 GN=MED13 PE=1 SV=1
MSTRG.33610.1						
MSTRG.33610.2						
MSTRG.33610.3						
MSTRG.33617.1						
MSTRG.33617.2						
MSTRG.33625.1						
MSTRG.33631.1	sp|F4JYG0|PIAL2_ARATH	39.759	83	1.67e-10	70.9	sp|F4JYG0|PIAL2_ARATH E4 SUMO-protein ligase PIAL2 OS=Arabidopsis thaliana OX=3702 GN=PIAL2 PE=1 SV=1
MSTRG.33631.2	sp|F4JYG0|PIAL2_ARATH	39.759	83	1.67e-10	70.9	sp|F4JYG0|PIAL2_ARATH E4 SUMO-protein ligase PIAL2 OS=Arabidopsis thaliana OX=3702 GN=PIAL2 PE=1 SV=1
MSTRG.33644.1						
MSTRG.33644.2						
MSTRG.33651.1	sp|Q9LFP7|PBL34_ARATH	48.241	199	1.3e-45	176.0	sp|Q9LFP7|PBL34_ARATH Serine/threonine-protein kinase PBL34 OS=Arabidopsis thaliana OX=3702 GN=PBL34 PE=1 SV=1
MSTRG.33651.2	sp|Q9LFP7|PBL34_ARATH	48.241	199	1.3e-45	176.0	sp|Q9LFP7|PBL34_ARATH Serine/threonine-protein kinase PBL34 OS=Arabidopsis thaliana OX=3702 GN=PBL34 PE=1 SV=1
MSTRG.33651.3	sp|Q9LFP7|PBL34_ARATH	62.319	138	3.56e-46	176.0	sp|Q9LFP7|PBL34_ARATH Serine/threonine-protein kinase PBL34 OS=Arabidopsis thaliana OX=3702 GN=PBL34 PE=1 SV=1
MSTRG.33654.1	sp|Q94HW2|POLR1_ARATH	39.571	513	4.27e-109	389.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.33654.2	sp|Q94HW2|POLR1_ARATH	39.571	513	4.26e-109	389.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.33655.1						
MSTRG.33660.1	sp|P49689|RS30_ARATH	96.721	61	8.87e-25	94.7	sp|P49689|RS30_ARATH Small ribosomal subunit protein eS30z/eS30y/eS30x OS=Arabidopsis thaliana OX=3702 GN=RPS30A PE=3 SV=3
MSTRG.33664.1						
MSTRG.33664.2						
MSTRG.33665.1						
MSTRG.33667.1						
MSTRG.33668.1						
MSTRG.33669.1	sp|Q9M1C7|AB9C_ARATH	70.213	94	2.03e-57	150.0	sp|Q9M1C7|AB9C_ARATH ABC transporter C family member 9 OS=Arabidopsis thaliana OX=3702 GN=ABCC9 PE=2 SV=2
MSTRG.33670.1	sp|Q7FB56|AB15C_ARATH	57.407	108	3.23e-35	130.0	sp|Q7FB56|AB15C_ARATH Putative ABC transporter C family member 15 OS=Arabidopsis thaliana OX=3702 GN=ABCC15 PE=5 SV=2
MSTRG.33671.1						
MSTRG.33684.1						
MSTRG.33684.2						
MSTRG.33688.1						
MSTRG.33690.1	sp|A0A2R6XIK6|PRAF_MARPO	83.333	54	8.33e-63	101.0	sp|A0A2R6XIK6|PRAF_MARPO RAF-like serine/threonine-protein kinase PRAF OS=Marchantia polymorpha OX=3197 GN=PRAF PE=1 SV=1
MSTRG.33691.1						
MSTRG.33692.1						
MSTRG.33692.2						
MSTRG.33693.1	sp|P51425|RL39_MAIZE	97.143	35	6.64e-17	71.2	sp|P51425|RL39_MAIZE Large ribosomal subunit protein eL39 OS=Zea mays OX=4577 GN=RPL39 PE=3 SV=1
MSTRG.33696.1	sp|Q5SML5|ORR22_ORYSJ	57.210	423	4.89e-120	395.0	sp|Q5SML5|ORR22_ORYSJ Two-component response regulator ORR22 OS=Oryza sativa subsp. japonica OX=39947 GN=RR22 PE=2 SV=1
MSTRG.337.1	sp|Q89A90|CSPE_BUCBP	64.516	62	9.39e-19	84.0	sp|Q89A90|CSPE_BUCBP Cold shock-like protein CspE OS=Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp) OX=224915 GN=cspE PE=3 SV=3
MSTRG.33701.1						
MSTRG.33705.1	sp|Q9SKX0|AB13C_ARATH	43.611	360	2.66e-89	275.0	sp|Q9SKX0|AB13C_ARATH ABC transporter C family member 13 OS=Arabidopsis thaliana OX=3702 GN=ABCC13 PE=2 SV=3
MSTRG.33705.2	sp|Q9SKX0|AB13C_ARATH	43.611	360	2.66e-89	275.0	sp|Q9SKX0|AB13C_ARATH ABC transporter C family member 13 OS=Arabidopsis thaliana OX=3702 GN=ABCC13 PE=2 SV=3
MSTRG.33705.3	sp|Q9SKX0|AB13C_ARATH	43.611	360	2.61e-89	275.0	sp|Q9SKX0|AB13C_ARATH ABC transporter C family member 13 OS=Arabidopsis thaliana OX=3702 GN=ABCC13 PE=2 SV=3
MSTRG.33705.4	sp|Q5T3U5|MRP7_HUMAN	51.220	41	5.1e-08	45.1	sp|Q5T3U5|MRP7_HUMAN ATP-binding cassette sub-family C member 10 OS=Homo sapiens OX=9606 GN=ABCC10 PE=1 SV=1
MSTRG.33707.1	sp|Q9M8J3|FRS7_ARATH	27.682	289	2.88e-46	129.0	sp|Q9M8J3|FRS7_ARATH Protein FAR1-RELATED SEQUENCE 7 OS=Arabidopsis thaliana OX=3702 GN=FRS7 PE=2 SV=1
MSTRG.33708.1						
MSTRG.33718.1						
MSTRG.33730.1						
MSTRG.33731.1						
MSTRG.33736.1	sp|Q9M2U3|ALPL_ARATH	27.632	152	1.38e-06	56.2	sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1
MSTRG.33736.2						
MSTRG.33738.1						
MSTRG.33745.1	sp|Q9FZ70|FDL1_ARATH	26.136	176	9.86e-09	58.2	sp|Q9FZ70|FDL1_ARATH F-box/FBD/LRR-repeat protein At1g13570 OS=Arabidopsis thaliana OX=3702 GN=At1g13570 PE=2 SV=1
MSTRG.33746.1	sp|Q9LXJ6|FDL21_ARATH	27.411	197	2.93e-06	55.8	sp|Q9LXJ6|FDL21_ARATH F-box/FBD/LRR-repeat protein At3g52680 OS=Arabidopsis thaliana OX=3702 GN=At3g52680 PE=2 SV=2
MSTRG.3375.1						
MSTRG.33761.1						
MSTRG.33764.1						
MSTRG.33765.1						
MSTRG.33765.2						
MSTRG.33767.1						
MSTRG.33768.1						
MSTRG.33771.1						
MSTRG.33772.1						
MSTRG.33772.2						
MSTRG.33772.3						
MSTRG.33773.1	sp|P14381|YTX2_XENLA	27.146	501	1.97e-33	146.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.33776.1	sp|Q7LHG5|YI31B_YEAST	37.895	285	5.1e-105	187.0	sp|Q7LHG5|YI31B_YEAST Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2
MSTRG.33776.2	sp|Q7LHG5|YI31B_YEAST	37.895	285	4.09e-105	187.0	sp|Q7LHG5|YI31B_YEAST Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2
MSTRG.33776.3	sp|Q7LHG5|YI31B_YEAST	37.895	285	2.92e-105	187.0	sp|Q7LHG5|YI31B_YEAST Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2
MSTRG.33777.1	sp|Q9LFV5|FK111_ARATH	63.077	65	1.1e-14	81.6	sp|Q9LFV5|FK111_ARATH F-box/kelch-repeat protein At5g15710 OS=Arabidopsis thaliana OX=3702 GN=At5g15710 PE=2 SV=1
MSTRG.33781.1						
MSTRG.33782.1						
MSTRG.33787.1						
MSTRG.338.1						
MSTRG.33805.1						
MSTRG.3381.1						
MSTRG.3382.1	sp|Q8RXW0|RBL14_ARATH	51.362	257	7.94e-64	219.0	sp|Q8RXW0|RBL14_ARATH Rhomboid-like protein 14, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RBL14 PE=2 SV=1
MSTRG.33821.1						
MSTRG.33832.1						
MSTRG.33845.1						
MSTRG.33848.1						
MSTRG.33861.1						
MSTRG.33863.1						
MSTRG.33863.2						
MSTRG.33863.3						
MSTRG.33867.1						
MSTRG.33867.2						
MSTRG.33869.1						
MSTRG.33874.1						
MSTRG.33874.2						
MSTRG.33874.3						
MSTRG.33874.4						
MSTRG.33874.5						
MSTRG.33874.6						
MSTRG.33874.7						
MSTRG.33874.8						
MSTRG.33874.9						
MSTRG.33875.1						
MSTRG.33875.10						
MSTRG.33875.11						
MSTRG.33875.12						
MSTRG.33875.2						
MSTRG.33875.3						
MSTRG.33875.4						
MSTRG.33875.5						
MSTRG.33875.6						
MSTRG.33875.7						
MSTRG.33875.8						
MSTRG.33875.9						
MSTRG.33876.6	sp|Q9AV81|PRP19_ORYSJ	56.250	96	1.14e-21	102.0	sp|Q9AV81|PRP19_ORYSJ Pre-mRNA-processing factor 19 OS=Oryza sativa subsp. japonica OX=39947 GN=PRP19 PE=2 SV=1
MSTRG.33878.1						
MSTRG.33879.1						
MSTRG.33881.1						
MSTRG.33882.1						
MSTRG.33883.1	sp|O04590|PPR88_ARATH	44.262	122	5.8e-24	99.0	sp|O04590|PPR88_ARATH Pentatricopeptide repeat-containing protein At1g62260, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PCMP-E10 PE=2 SV=1
MSTRG.33884.1						
MSTRG.33887.1	sp|Q9FZ70|FDL1_ARATH	29.130	230	1.02e-12	74.3	sp|Q9FZ70|FDL1_ARATH F-box/FBD/LRR-repeat protein At1g13570 OS=Arabidopsis thaliana OX=3702 GN=At1g13570 PE=2 SV=1
MSTRG.33892.1	sp|Q9SY66|FRS11_ARATH	32.911	79	3.59e-10	52.4	sp|Q9SY66|FRS11_ARATH Protein FAR1-RELATED SEQUENCE 11 OS=Arabidopsis thaliana OX=3702 GN=FRS11 PE=1 SV=1
MSTRG.33892.2	sp|Q9SY66|FRS11_ARATH	32.911	79	3.59e-10	52.4	sp|Q9SY66|FRS11_ARATH Protein FAR1-RELATED SEQUENCE 11 OS=Arabidopsis thaliana OX=3702 GN=FRS11 PE=1 SV=1
MSTRG.33899.1						
MSTRG.339.1						
MSTRG.33905.1						
MSTRG.33920.1						
MSTRG.33929.1						
MSTRG.33929.2						
MSTRG.33929.3						
MSTRG.33929.4						
MSTRG.33930.1						
MSTRG.33941.1	sp|Q94HW2|POLR1_ARATH	35.813	363	1.33e-52	210.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.33941.2	sp|Q94HW2|POLR1_ARATH	35.813	363	1.33e-52	210.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.33941.3	sp|Q94HW2|POLR1_ARATH	35.813	363	1.33e-52	210.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.33944.1	sp|Q8RY59|RCD1_ARATH	22.936	436	7.7e-24	112.0	sp|Q8RY59|RCD1_ARATH Inactive poly [ADP-ribose] polymerase RCD1 OS=Arabidopsis thaliana OX=3702 GN=RCD1 PE=1 SV=1
MSTRG.33947.1						
MSTRG.33955.1						
MSTRG.33955.2						
MSTRG.33955.3						
MSTRG.33956.1						
MSTRG.33957.1						
MSTRG.33959.1						
MSTRG.33960.1						
MSTRG.33962.1						
MSTRG.33964.1						
MSTRG.33965.1						
MSTRG.33967.1						
MSTRG.33967.2						
MSTRG.33970.1	sp|Q8H1S4|ACCH3_ARATH	42.000	50	4.05e-07	49.3	sp|Q8H1S4|ACCH3_ARATH 1-aminocyclopropane-1-carboxylate oxidase homolog 3 OS=Arabidopsis thaliana OX=3702 GN=At1g06650 PE=2 SV=1
MSTRG.33971.1	sp|F4IHS2|SYD_ARATH	47.104	259	9.43e-76	208.0	sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1
MSTRG.33971.2	sp|F4IHS2|SYD_ARATH	47.104	259	9.43e-76	208.0	sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1
MSTRG.33971.3	sp|F4IHS2|SYD_ARATH	47.104	259	9.4e-76	208.0	sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1
MSTRG.33971.4	sp|F4IHS2|SYD_ARATH	47.104	259	9.4e-76	208.0	sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1
MSTRG.33971.5	sp|F4IHS2|SYD_ARATH	47.104	259	9.4e-76	208.0	sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1
MSTRG.33971.6	sp|F4IHS2|SYD_ARATH	47.104	259	9.4e-76	208.0	sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1
MSTRG.33973.1						
MSTRG.33974.1	sp|Q9LZD3|E70A1_ARATH	34.307	137	1.57e-15	74.7	sp|Q9LZD3|E70A1_ARATH Exocyst complex component EXO70A1 OS=Arabidopsis thaliana OX=3702 GN=EXO70A1 PE=1 SV=1
MSTRG.33978.1						
MSTRG.33979.1						
MSTRG.33979.2						
MSTRG.33981.1						
MSTRG.33989.1						
MSTRG.340.1						
MSTRG.34002.1						
MSTRG.34002.2						
MSTRG.34002.3						
MSTRG.34009.1	sp|F8S296|ATG2_ARATH	28.257	1136	6.44e-99	361.0	sp|F8S296|ATG2_ARATH Autophagy-related protein 2 OS=Arabidopsis thaliana OX=3702 GN=ATG2 PE=2 SV=1
MSTRG.34014.1						
MSTRG.34018.1						
MSTRG.3402.1						
MSTRG.3402.2						
MSTRG.34023.1						
MSTRG.34024.1	sp|Q8GW48|HSBP_ARATH	47.059	68	8.63e-08	54.3	sp|Q8GW48|HSBP_ARATH Heat shock factor-binding protein OS=Arabidopsis thaliana OX=3702 GN=HSBP PE=1 SV=1
MSTRG.34024.2	sp|Q8GW48|HSBP_ARATH	47.059	68	8.61e-08	54.3	sp|Q8GW48|HSBP_ARATH Heat shock factor-binding protein OS=Arabidopsis thaliana OX=3702 GN=HSBP PE=1 SV=1
MSTRG.34029.1						
MSTRG.3403.1						
MSTRG.34032.1						
MSTRG.34033.1						
MSTRG.34034.1						
MSTRG.34034.2						
MSTRG.34035.1						
MSTRG.34036.1	sp|Q42534|PME2_ARATH	41.772	79	1.82e-08	52.8	sp|Q42534|PME2_ARATH Pectinesterase 2 OS=Arabidopsis thaliana OX=3702 GN=PME2 PE=2 SV=2
MSTRG.34037.1						
MSTRG.34038.1						
MSTRG.34039.1						
MSTRG.3404.1	sp|Q9SYS7|CRK39_ARATH	34.868	152	3.58e-18	71.2	sp|Q9SYS7|CRK39_ARATH Putative cysteine-rich receptor-like protein kinase 39 OS=Arabidopsis thaliana OX=3702 GN=CRK39 PE=3 SV=1
MSTRG.3404.2	sp|Q9SYS7|CRK39_ARATH	34.868	152	3.44e-18	71.2	sp|Q9SYS7|CRK39_ARATH Putative cysteine-rich receptor-like protein kinase 39 OS=Arabidopsis thaliana OX=3702 GN=CRK39 PE=3 SV=1
MSTRG.34040.1						
MSTRG.34041.1	sp|Q8S944|DRP3A_ARATH	64.865	37	6.03e-12	54.3	sp|Q8S944|DRP3A_ARATH Dynamin-related protein 3A OS=Arabidopsis thaliana OX=3702 GN=DRP3A PE=1 SV=2
MSTRG.34041.2	sp|Q8S944|DRP3A_ARATH	64.865	37	6.03e-12	54.3	sp|Q8S944|DRP3A_ARATH Dynamin-related protein 3A OS=Arabidopsis thaliana OX=3702 GN=DRP3A PE=1 SV=2
MSTRG.34041.3	sp|Q8S944|DRP3A_ARATH	64.865	37	5.98e-12	54.3	sp|Q8S944|DRP3A_ARATH Dynamin-related protein 3A OS=Arabidopsis thaliana OX=3702 GN=DRP3A PE=1 SV=2
MSTRG.34041.4	sp|Q8S944|DRP3A_ARATH	64.865	37	5.98e-12	54.3	sp|Q8S944|DRP3A_ARATH Dynamin-related protein 3A OS=Arabidopsis thaliana OX=3702 GN=DRP3A PE=1 SV=2
MSTRG.34042.1						
MSTRG.34046.1	sp|Q9V8P9|TOPRS_DROME	36.986	73	1.74e-06	56.2	sp|Q9V8P9|TOPRS_DROME E3 ubiquitin-protein ligase Topors OS=Drosophila melanogaster OX=7227 GN=Topors PE=1 SV=1
MSTRG.34046.2	sp|Q9V8P9|TOPRS_DROME	36.986	73	1.74e-06	56.2	sp|Q9V8P9|TOPRS_DROME E3 ubiquitin-protein ligase Topors OS=Drosophila melanogaster OX=7227 GN=Topors PE=1 SV=1
MSTRG.34048.1						
MSTRG.34048.2						
MSTRG.34048.3						
MSTRG.34048.4						
MSTRG.34048.5						
MSTRG.34049.1						
MSTRG.3405.1						
MSTRG.3405.2						
MSTRG.34050.1	sp|P10978|POLX_TOBAC	29.626	908	5.46e-128	381.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34051.1	sp|Q9C5U3|PRS8A_ARATH	56.250	144	1.04e-30	130.0	sp|Q9C5U3|PRS8A_ARATH 26S proteasome regulatory subunit 8 homolog A OS=Arabidopsis thaliana OX=3702 GN=RPT6A PE=1 SV=1
MSTRG.34052.1	sp|Q10NT7|HRD3_ORYSJ	93.023	43	1.45e-18	87.4	sp|Q10NT7|HRD3_ORYSJ ERAD-associated E3 ubiquitin-protein ligase component HRD3 OS=Oryza sativa subsp. japonica OX=39947 GN=HRD3 PE=2 SV=1
MSTRG.34053.1						
MSTRG.34054.1						
MSTRG.34054.2						
MSTRG.34055.1						
MSTRG.34056.1						
MSTRG.34057.1						
MSTRG.34057.2						
MSTRG.34058.1						
MSTRG.34059.1	sp|Q9FHE1|GSTT3_ARATH	27.835	97	1.73e-06	55.8	sp|Q9FHE1|GSTT3_ARATH Glutathione S-transferase T3 OS=Arabidopsis thaliana OX=3702 GN=GSTT3 PE=2 SV=1
MSTRG.3406.1						
MSTRG.3406.2						
MSTRG.34060.1	sp|Q9JIX8|ACINU_MOUSE	44.068	59	8.43e-06	53.5	sp|Q9JIX8|ACINU_MOUSE Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3
MSTRG.34063.1	sp|O22633|NOI4_ARATH	94.286	35	7.27e-14	71.2	sp|O22633|NOI4_ARATH Protein NOI4 OS=Arabidopsis thaliana OX=3702 GN=NOI4 PE=1 SV=1
MSTRG.34063.2	sp|O22633|NOI4_ARATH	94.286	35	7.21e-14	71.2	sp|O22633|NOI4_ARATH Protein NOI4 OS=Arabidopsis thaliana OX=3702 GN=NOI4 PE=1 SV=1
MSTRG.34065.1						
MSTRG.34068.1						
MSTRG.34068.2						
MSTRG.34071.1						
MSTRG.34071.2						
MSTRG.34071.3						
MSTRG.34073.1						
MSTRG.34079.1						
MSTRG.34080.1	sp|Q6H7D2|SIT1_ORYSJ	69.492	59	5.04e-24	97.1	sp|Q6H7D2|SIT1_ORYSJ L-type lectin-domain containing receptor kinase SIT1 OS=Oryza sativa subsp. japonica OX=39947 GN=SIT1 PE=1 SV=1
MSTRG.34081.1	sp|Q6H7D2|SIT1_ORYSJ	76.087	46	5.06e-19	82.0	sp|Q6H7D2|SIT1_ORYSJ L-type lectin-domain containing receptor kinase SIT1 OS=Oryza sativa subsp. japonica OX=39947 GN=SIT1 PE=1 SV=1
MSTRG.34082.1	sp|Q9SZL8|FRS5_ARATH	47.273	55	4.08e-14	60.5	sp|Q9SZL8|FRS5_ARATH Protein FAR1-RELATED SEQUENCE 5 OS=Arabidopsis thaliana OX=3702 GN=FRS5 PE=1 SV=1
MSTRG.34083.1	sp|P10978|POLX_TOBAC	55.939	261	2.21e-140	270.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34083.2	sp|P10978|POLX_TOBAC	55.939	261	2.21e-140	270.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34083.3	sp|P10978|POLX_TOBAC	55.939	261	2.21e-140	270.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34083.4	sp|P10978|POLX_TOBAC	55.939	261	2.78e-123	270.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34083.5	sp|P10978|POLX_TOBAC	55.939	261	2.2e-140	270.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34083.6	sp|P10978|POLX_TOBAC	39.466	337	5.8e-63	236.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34083.7	sp|P10978|POLX_TOBAC	38.141	312	6.72e-53	208.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.34084.1						
MSTRG.34084.2						
MSTRG.34084.3						
MSTRG.34084.4						
MSTRG.34084.5						
MSTRG.34084.6						
MSTRG.34084.7						
MSTRG.34084.8						
MSTRG.34085.1						
MSTRG.34085.2						
MSTRG.34085.3						
MSTRG.34086.1						
MSTRG.34087.1						
MSTRG.34088.1						
MSTRG.34089.1						
MSTRG.34090.1						
MSTRG.34091.1						
MSTRG.34092.1						
MSTRG.34093.1						
MSTRG.34094.1						
MSTRG.34095.1						
MSTRG.34095.2						
MSTRG.34095.3						
MSTRG.34095.4						
MSTRG.34097.1						
MSTRG.34097.2						
MSTRG.34097.3						
MSTRG.34097.4						
MSTRG.34097.5						
MSTRG.34098.1						
MSTRG.341.1	sp|Q5N8Z0|DRB1_ORYSJ	46.667	75	6.38e-09	65.5	sp|Q5N8Z0|DRB1_ORYSJ Double-stranded RNA-binding protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=DRB1 PE=2 SV=1
